,0
273,17663.093354724508
274,3971.310946309198
275,3431.64900763634
276,2711.4240767274664
277,3070.584422227985
278,11138.295710712458
279,8807.851040023494
280,4302.3727994053925
281,3583.6773944667093
282,10569.589293124118
283,10997.953570933503
284,4240.628558975465
285,2150.288821069569
286,5626.038762146066
287,5606.0987998149885
288,6466.756373119793
289,4206.605395462117
290,29770.57804198989
291,6273.258720916937
292,4576.020420073124
293,4239.394723336212
294,3501.311597062696
295,17686.592298957697
296,27432.026474845174
297,11696.169274989703
298,4571.446841875189
299,6358.612954254607
300,4491.151587277659
301,9081.88424337279
302,4591.830451486643
303,5236.0469804761515
304,5891.093277774411
305,9827.40064400389
306,6430.506287415743
307,7406.558044804163
308,3518.942255871877
309,6975.305734828233
310,4280.822337239535
311,6400.698942360758
312,4076.2914530150624
313,21266.09897712601
314,8401.47622006403
315,14071.54633746567
316,5048.652887512854
317,5908.469069330126
318,21902.150147492972
319,9337.48359156667
320,6245.390761811776
321,7633.389700812943
322,3413.753434357843
323,6943.313086464985
324,19837.78551261458
325,6172.106235437444
326,12075.746372459666
327,16815.543487100433
328,36230.757502030254
329,14188.496962732
330,3566.0823957135212
331,8493.221176516336
332,5554.656399155868
333,4293.378207868823
334,8247.331353700094
335,5804.69285304799
336,2048.4577745073657
337,4176.89481911805
338,2899.1377861922406
339,2574.866344191994
340,3979.5432556253204
341,2413.6362929596353
342,4072.643497386804
343,15725.329968632328
344,6676.271355598866
345,3993.7103474867345
346,11107.932873169959
347,9952.033018705073
348,3569.86527291975
349,8241.582447693161
350,17571.622449615137
351,4145.723341960283
352,5006.997044502586
353,7641.967836249549
354,10888.785231666874
355,5686.150714859281
356,10053.607925583161
357,3711.0558890373977
358,4882.921022790037
359,6090.096228933129
360,5962.173519148596
361,5243.09849439711
362,19290.860874825197
363,3834.241790235687
364,6146.322727837498
365,11334.362249154725
366,2973.190383554114
367,17541.39868842946
368,22233.626950658305
369,5807.213901142382
370,22107.2008069983
371,13133.507555916693
372,5312.772846702629
373,8012.329165352367
374,3555.7409021755498
375,2986.4688475688017
376,21086.006136007247
377,3480.5102101685984
378,3136.1180186327297
379,22230.96062841203
380,6041.585359124476
381,16641.32377512489
382,3597.224194043045
383,11590.741448349103
384,5371.667994980162
385,7782.772876464661
386,4327.634663424594
387,3749.886363576353
388,3762.345325582595
389,2089.972479629923
390,6506.81768718319
391,6961.640725828083
392,15495.90736153549
393,2539.0237384881493
394,3308.9670518880885
395,4013.4314232377164
396,2783.8566513657483
397,4618.080412875969
398,3197.474277389051
399,4683.960696891737
400,7089.8551093137785
401,3018.580949196428
402,3938.0303932910842
403,5143.436739682861
404,5533.475370095329
405,5720.574783132345
406,8548.049963334408
407,4182.001734248817
408,12191.53683687648
409,4697.673662212016
410,5752.996461254225
411,15048.481642858509
412,4218.175925839138
413,13764.328927990844
414,2654.461574710563
415,4496.929409227231
416,3732.1333039840492
417,7085.762538516701
418,4472.679585196798
419,6811.283528168056
420,2067.9699539524554
421,4588.3571696371055
422,4595.921614654318
423,5471.796717175617
424,10417.524092361944
425,11380.237774584351
426,6771.7138744284175
427,17899.18914221837
428,2702.6540309900215
429,7511.950087418417
430,1972.1257306131401
431,3338.232545466446
432,2267.8537957420112
433,6925.906615419719
434,6451.146002215228
435,5099.127640144105
436,3963.1325388463883
437,8223.73416714912
438,10221.30844049399
439,14773.636730047641
440,3102.1933725427252
441,3872.286971091252
442,6157.2239590070785
443,4773.258701944303
444,7950.305608971238
445,11151.689659128491
446,3901.018101994957
447,14249.108698209398
448,8686.948346920713
449,11626.717936997877
450,11890.835162052692
451,8894.172821145936
452,7929.1772375067185
453,7341.26444247756
454,3583.5183539469526
455,18783.028649509764
456,3176.7754025845807
457,8053.541749006807
458,4753.493302069815
459,3724.053860494284
460,3656.646860855254
461,5000.855970195733
462,4954.33187540797
463,22117.254727918906
464,4694.872119379976
465,12117.567195707536
466,5371.25633625335
467,8615.079760583916
468,2898.0385217077855
469,3158.663076253685
470,3259.073583569967
471,2970.62582312835
472,11884.124522260227
473,17113.448214609834
474,16807.34140970087
475,6423.022419413141
476,8593.660309118508
477,3692.937330322068
478,4486.7458809060645
479,4630.793223991214
480,12676.580008000452
481,2676.3756846953597
482,20497.156206033414
483,8554.416443449009
484,11228.959281051719
485,8486.370673691199
486,17072.237072268275
487,11804.194953782682
488,10661.883048809785
489,6429.458246547593
490,5015.627449806843
491,9192.517581090513
492,12672.664729113441
493,2817.0937473030176
494,6844.348586184979
495,4497.500539524916
496,3415.1881106774154
497,21339.956554416916
498,17137.2927011815
499,3378.5064039449685
500,3036.0454849796174
501,10615.588646410175
502,9213.152527836737
503,9626.328825310773
504,15481.78445736766
505,5477.213629099749
506,10416.321303400788
507,7765.77511706359
508,4011.3290026861287
509,6533.381746081004
510,3714.6824042964668
511,16284.49145751741
512,12020.430247902952
513,2099.82783246013
514,7299.442387656201
515,8560.356198207977
516,3078.238385886807
517,17938.871184527055
518,10012.19749956634
519,20410.28213794761
520,6942.990324361343
521,5746.133113069979
522,4875.852481276201
523,11546.459802815793
524,8609.916219865476
525,13538.430562544732
526,3113.1092623461927
527,4458.351551587016
528,5479.491515698977
529,19703.697685637686
530,5158.119872380025
531,6058.474100062484
532,18828.824081978408
533,13641.224958824609
534,2281.6867472776207
535,8377.89392462494
536,10009.007253071348
537,8812.335585330056
538,7698.603181633747
539,15371.011300517966
540,2256.6351680437597
541,9229.274665315244
542,4506.2683591949235
543,11489.062531758385
544,4477.997883345529
545,6884.035844764863
546,4149.689344533307
547,9075.006049534813
548,4516.0574801334305
549,25557.94848292193
550,7643.370849800803
551,10648.782393629945
552,3294.0223196334214
553,6672.014056053358
554,2926.619475857159
555,6308.4668939078965
556,6715.310176980811
557,5489.887404276265
558,3301.731139061723
559,7442.3890887204825
560,6415.370430233883
561,4164.071112007586
562,30769.408085299965
563,7056.463724416139
564,4436.230463468973
565,2129.705760887311
566,2974.6351384139084
567,5275.115716597472
568,14079.90206938675
569,4021.515153256126
570,5142.689905613464
571,8667.487491154809
572,2499.3852247015675
573,5399.709518729124
574,7543.65563098663
575,4796.950706782568
576,10194.212415467298
577,3612.2400810719764
578,3014.7080988551966
579,6821.583233612919
580,7301.318960915337
581,21893.81056049101
582,10817.149732371476
583,4628.976491884605
584,5888.358774549271
585,6093.155537816647
586,12099.414850001363
587,20707.7593376643
588,8010.667578707867
589,10308.724263742872
590,4307.382574798622
591,4850.709214251948
592,14329.655829190197
593,4258.772618101176
594,4053.764473038779
595,12494.570750568186
596,3742.30488850044
597,7100.0995118707815
598,2375.8832851019865
599,5973.75597954615
600,1994.3146234387148
601,6099.324751019236
602,5681.960513583084
603,4690.550378532886
604,17591.931512744282
605,5633.58304738651
606,13352.319815020228
607,2943.0341947465545
608,2722.00422500542
609,10367.857328578102
610,9195.759324443648
611,7937.044044729563
612,11319.145148720718
613,4069.6048139880413
614,7096.105169036243
615,7144.719103581616
616,6586.785813226945
617,4211.457968427735
618,9912.611649548986
619,19139.318102383102
620,12524.45423349596
621,8124.769144589744
622,19834.884967018617
623,5679.657742475188
624,4119.756895432705
625,4878.171416804287
626,8463.164114551962
627,6998.543632585356
628,1983.0062419927992
629,2097.44726812464
630,9208.025171332707
631,2726.5828330688623
632,8424.373163187844
633,6970.149684240926
634,7603.073446983871
635,9021.006830548115
636,5650.309636503639
637,4402.771369350608
638,18729.33288732794
639,4172.728222258763
640,5558.658960721106
641,2821.39792809198
642,9673.466389860514
643,7833.249164939319
644,3260.803189158391
645,9309.672896601536
646,8753.500853381574
647,5195.062782005317
648,2142.7107796225646
649,6938.61023838454
650,3420.5917607239517
651,3215.0359083611074
652,2298.826852130989
653,3344.887370295676
654,4382.891255064508
655,2424.0642650841924
656,5896.818384553398
657,7360.9283525427845
658,10407.332982574693
659,4954.242547022607
660,4863.8645683538
661,5313.161373794941
662,17371.437354465437
663,9572.383739899797
664,5478.050215166181
665,4042.4318319639488
666,9436.630099728003
667,5432.730688000216
668,9671.311245130208
669,4105.751498120063
670,8504.092537054885
671,9598.418454955707
672,2494.1379704247715
673,7126.603422005594
674,7972.096973839185
675,7036.96926734343
676,9106.680551373127
677,3672.0618076283704
678,4195.300590532053
679,8545.581500902977
680,4494.5732459727615
681,9526.524313678712
682,5523.579331522277
683,15538.721887809419
684,11093.116349661124
685,13945.451366133071
686,4386.131466842844
687,6941.529054165919
688,6947.7442236628885
689,14445.977111185577
690,6125.235615095978
691,9044.317334054409
692,10188.095063236324
693,5071.072968017262
694,5355.56082153278
695,3050.44055324027
696,24767.613809684688
697,4570.6172898502655
698,6714.288508377282
699,15666.862952974163
700,8509.689063169337
701,5613.495034681426
702,6724.938051828215
703,5286.508204677535
704,2036.5755120280173
705,10209.99936864087
706,10380.850428961558
707,4027.5352193254694
708,6131.838063373218
709,7004.867824972807
710,2153.4817771874477
711,7524.0896854760285
712,14649.810646113458
713,8493.234394547415
714,16145.645255675374
715,7977.141553746207
716,4162.411470304018
717,8506.419655669226
718,12167.022934453427
719,5255.2678987264335
720,12442.270724609412
721,6143.312797838312
722,10931.403562607255
723,3496.688438807255
724,4279.249493628136
725,6069.5085228642
726,9878.75650005215
727,8537.751983102145
728,4026.349229902738
729,5034.340544486994
730,4753.894193170926
731,7775.636531492808
732,11523.193129237607
733,4964.784283943196
734,8532.589991579829
735,11022.460713293753
736,21061.96094791457
737,14081.334027582414
738,3811.0455156394096
739,4794.998054454569
740,6007.585371782208
741,8819.983885868189
742,4765.956294476567
743,11866.629345648294
744,5567.930308820683
745,10732.436047572046
746,17124.116611146208
747,8014.099883603921
748,9108.055307591709
749,2121.0414647371526
750,4251.912193649321
751,5445.200039211805
752,20389.30098549115
753,5946.181098047451
754,3907.7646200255817
755,7756.567775709403
756,5396.125419491868
757,3058.7126705826613
758,8883.333578854817
759,7365.7343063461785
760,9857.526623326756
761,6276.346350833551
762,27039.7486212986
763,9750.826706465781
764,6937.474582346558
765,14613.505544128799
766,13236.080706676079
767,6607.80181661271
768,13493.714992915095
769,3245.444672047109
770,7243.491392308117
771,6794.2018098513245
772,28331.889325087377
773,6047.923029011567
774,5319.36293397095
775,19369.69320907511
776,10025.066761142833
777,43037.675936847096
778,8266.364422682704
779,5694.137519973148
780,5627.727961800008
781,20594.596899279193
782,8935.284538944481
783,26862.06661778306
784,5018.572632078176
785,4735.514539790958
786,3917.3090839603906
787,3850.9025806985346
788,8244.963495296326
789,17923.761005097924
790,27777.367983254815
791,3492.9270054001317
792,6903.84629338191
793,3583.7101525860826
794,2510.4236312633384
795,16697.56084727406
796,9071.741956564829
797,5699.894183042189
798,6615.818677472419
799,5534.750117806609
800,4754.181739255502
801,6339.497959715977
802,4192.081591716422
803,3540.806417598932
804,13074.091468422333
805,20524.33673183092
806,8913.352323569523
807,6452.422840759445
808,4838.473255868379
809,6691.21138519241
810,9319.17989687609
811,19160.792256706514
812,4222.92084633665
813,4978.869228020645
814,3390.6964461259536
815,6887.100540956912
816,3965.474407121403
817,4705.292523457098
818,13751.67745826505
819,3494.711033292247
820,9143.810559120038
821,14483.81748400346
822,3889.407693773289
823,9330.07651478184
824,2683.7691327719376
825,21474.266742813426
826,4291.236194074425
827,11964.013062730854
828,4071.5260048690693
829,5088.856191304164
830,7136.805162422779
831,10557.767271942002
832,4366.45654549874
833,6047.775269975772
834,11431.550035002021
835,17362.53665816332
836,10888.970218263175
837,9080.476371216912
838,3761.08009327756
839,16347.898449301003
840,4026.86846975816
841,3933.885219759349
842,12997.785529033827
843,4443.3538035963375
844,5155.7358321917445
845,6706.070219297492
846,7178.26929357044
847,6243.707277987368
848,10437.490005279773
849,3906.440646764836
850,13492.310191671813
851,9605.63489457841
852,3584.1818702435194
853,3829.4506325395564
854,2383.513800592869
855,2341.143801571676
856,5917.476128157858
857,4447.704924322624
858,9352.147364905899
859,6463.507453636602
860,3481.432256290267
861,4273.337790813487
862,4280.295681416029
863,3503.12479946795
864,12280.276087155673
865,12831.83027849592
866,16740.237850178222
867,7199.4301757800395
868,16074.798196810918
869,3683.605912357487
870,13630.653889113128
871,12199.767742649712
872,28351.504962899708
873,14598.399478359159
874,5499.113982515614
875,4208.41615439942
876,3341.6934694986307
877,4276.903242027612
878,11577.95373748093
879,7023.101344498186
880,3010.534820891998
881,1803.5205497294119
882,4283.269956264678
883,3722.367114603844
884,3896.362903529759
885,6445.205598025926
886,5734.825961762264
887,2050.9940902162602
888,9268.740394566503
889,7830.050612936276
890,7456.045379628273
891,3484.1702118846506
892,8718.457629935361
893,5601.127613606493
894,2900.0542576173243
895,15587.818813154357
896,13463.029616265427
897,4690.803489577247
898,15734.859329745435
899,13662.968461083854
900,23222.474818603867
901,5160.817064371246
902,7181.38990608944
903,12780.948737566254
904,16830.82367675725
905,15300.670960650123
906,5115.424445397499
907,4651.037382363978
908,1985.79188220674
909,2938.053770541638
910,4673.317559219675
911,39774.90599181236
912,5590.117449060333
913,4396.959327961194
914,4013.4531751538416
915,5515.968909692198
916,13342.801235522684
917,6301.92146017951
918,38122.86196459918
919,7955.34492755201
920,3082.677861108648
921,5016.377086080901
922,4131.377921243076
923,17748.29792561267
924,10411.002422755946
925,7514.918400209826
926,5265.581207049133
927,4994.003775469543
928,7754.25797126701
929,9310.003250752668
930,8192.079985001386
931,6156.748387182444
932,10626.129219701455
933,4396.114596564558
934,3061.813533434471
935,6258.598788299824
936,6419.662791217039
937,2777.409700271954
938,19056.02726444144
939,14464.799298495049
940,6175.286757232019
941,15603.598082117816
942,2073.5344036347974
943,29112.22393530248
944,6988.866173433782
945,11691.326105808912
946,2960.123132425812
947,17692.24824682489
948,3083.927199124554
949,3052.306941714365
950,6044.678350985299
951,13707.102076473846
952,5065.048408236696
953,7881.156109829158
954,2154.2778557418023
955,6129.524190269524
956,9231.109278391417
957,5720.583437075588
958,6514.132546425326
959,4236.383039377499
960,9973.293879486639
961,6571.069439036402
962,2002.6466181074943
963,3743.620740924419
964,3118.6430591630383
965,2006.5826865690517
966,4559.838095238113
967,3045.5305328567824
968,4619.459093008497
969,3197.5136285938142
970,9694.43373419251
971,5220.367228239961
972,5340.651092071923
973,4839.854573038876
974,4019.9067493567345
975,3811.802449594167
976,11569.893166908327
977,4304.370374783286
978,3517.5833839756874
979,4179.797227257941
980,15322.511821423384
981,23757.945967971424
982,4680.152075013083
983,10911.664354378585
984,8955.33660431293
985,6356.376726334031
986,5336.2107521708695
987,20591.20765613231
988,4959.624618826334
989,2043.0493683993923
990,3458.6822822016848
991,4872.970579686547
992,4712.418510114613
993,24255.733982112288
994,5725.418629897826
995,3777.8172889789867
996,12377.39387319707
997,2970.497186829575
998,7190.08952133015
999,4356.910494224693
1000,12489.232574419273
1001,19485.840859828655
1002,6190.188955138529
1003,7561.364440033578
1004,3199.3704641949266
1005,13392.16711602656
1006,3627.3886670741954
1007,1884.605183579796
1008,6195.533938328456
1009,4286.759834912487
1010,10316.91662484061
1011,5559.502098812493
1012,6298.476392714276
1013,8827.738321607476
1014,6623.44327297335
1015,4577.103646930214
1016,2201.9968560182083
1017,6373.957987641689
1018,4245.874204674635
1019,11731.351435105655
1020,3325.2551798313243
1021,7011.823268928387
1022,8904.350156084374
1023,4904.8613698031295
1024,3683.5089837680166
1025,4554.643019309093
1026,5272.688774637827
1027,2164.958475768289
1028,7665.4580268136
1029,4221.67842849609
1030,4033.4826593529942
1031,5991.321420072268
1032,6283.516405040536
1033,2229.8172547610875
1034,8334.566232750753
1035,9218.531439210828
1036,25967.6645869667
1037,4363.929481682871
1038,4387.319745184625
1039,7642.678063658516
1040,13558.20762402704
1041,11281.145827850965
1042,8437.76588337138
1043,26214.423439238515
1044,3587.5657432888265
1045,15959.37890725344
1046,7845.2347426693
1047,13119.674477908515
1048,6626.910695176574
1049,2899.5903143922847
1050,6025.923320565742
1051,7030.028875432241
1052,10304.303670869818
1053,4856.010275242325
1054,17527.734677851993
1055,2814.256853986509
1056,2955.6418693861833
1057,3802.7644580260667
1058,9356.046257777854
1059,5672.834140191167
1060,4606.113018878208
1061,4276.627967476189
1062,5180.878602295445
1063,7693.599128855373
1064,2951.6607992244108
1065,5816.595929054282
1066,5548.673383044335
1067,7218.7638363733795
1068,7425.817246936089
1069,6821.079635143622
1070,4651.03638984087
1071,9011.993631056837
1072,4041.941939144168
1073,7631.47528453999
1074,7316.3781578377675
1075,5701.700546453322
1076,6936.3786116937035
1077,3803.903748167864
1078,4774.838681763307
1079,4196.086864980917
1080,2140.4455167859887
1081,11659.369902505527
1082,15361.197731853137
1083,4441.349611010972
1084,26432.577958411668
1085,8482.621354670639
1086,3019.5379674102755
1087,6100.877606031996
1088,8427.045978966415
1089,4947.7564010837705
1090,14074.356508335048
1091,6288.722270897199
1092,5398.51884025098
1093,7746.163380158754
1094,3089.8959070004366
1095,5424.934120517182
1096,8862.485683386327
1097,3985.243826778461
1098,5645.060672221865
1099,14258.24342502179
1100,6905.885555126312
1101,3131.09049106284
1102,2587.8513215299117
1103,19874.805821191832
1104,2106.7615735106897
1105,8036.294542252046
1106,13211.248260113054
1107,6648.256499044535
1108,3152.3693351149604
1109,9127.67640356408
1110,4480.858056864326
1111,5428.192391797408
1112,5175.014223312755
1113,2942.0224763624487
1114,11423.241647504557
1115,6577.1138507581
1116,3518.9962456732374
1117,3315.9514575966364
1118,4683.1167044543345
1119,4367.07542123685
1120,7723.835615771128
1121,6037.456187146732
1122,9714.852711868158
1123,6453.228292782613
1124,4099.976234136297
1125,16654.088528628323
1126,7726.003977911275
1127,19332.023492629756
1128,3659.882759733822
1129,2446.5378272187086
1130,3689.2324432264036
1131,7649.11812976257
1132,15818.319246235902
1133,5212.430692204429
1134,8284.128079448416
1135,9853.44837326541
1136,5899.589807050679
1137,4239.750431647401
1138,5051.225657002265
1139,5810.862376597463
1140,4106.560948192024
1141,7782.775304110185
1142,6243.356005806187
1143,4149.065532585393
1144,16885.762329903722
1145,6365.557036779613
1146,4270.030499192197
1147,6669.251563889109
1148,3534.184123647023
1149,4035.154288535605
1150,10018.778914697052
1151,5692.406956767515
1152,15125.405499002172
1153,10402.365379500858
1154,17947.769857996485
1155,3645.786798097877
1156,11763.464259078368
1157,4032.1866665104367
1158,6038.727790521547
1159,6233.485661594515
1160,11037.402534824365
1161,6144.784040174691
1162,7094.390174910677
1163,3303.086597393237
1164,2236.170027707377
1165,6864.353967175521
1166,2954.316530210589
1167,4458.594340889465
1168,10216.751177405738
1169,4122.485918761774
1170,2642.497668726607
1171,4059.0271646123706
1172,3897.503735470701
1173,3241.808231324219
1174,11020.430109262044
1175,2830.7322158433826
1176,3540.806417598932
1177,11332.368000136095
1178,4070.0765807399853
1179,6154.415781915835
1180,5340.367840151636
1181,2707.6766413512423
1182,5788.922489706878
1183,5380.61095614234
1184,4851.803596993796
1185,2385.773986593718
1186,3871.6658759812603
1187,3246.81541567813
1188,4042.5544906264304
1189,10031.701632706025
1190,18565.849128280206
1191,5040.476783995365
1192,13456.61963414188
1193,7047.50677247026
1194,23253.966628825092
1195,15756.33017219448
1196,2292.7397875381566
1197,6056.130972673649
1198,23738.127003208356
1199,2314.5187227186707
1200,1999.406051100979
1201,14157.964131984678
1202,5345.790484119548
1203,24523.975016598975
1204,3304.129944351242
1205,9303.286427250005
1206,3621.923137146074
1207,2995.3713759252532
1208,3797.2709127235516
1209,3213.542069681895
1210,5822.793016129561
1211,2087.2332063119825
1212,12099.66474309057
1213,6183.738699317624
1214,8396.411322617325
1215,11305.997308454753
1216,3230.855579754156
1217,3560.020183364566
1218,5788.910599209654
1219,3939.668494906217
1220,7732.626543314439
1221,14887.889710293899
1222,3540.399645120333
1223,7460.022099020162
1224,4606.092410231511
1225,6053.2704229135325
1226,4079.954708123885
1227,3923.9380150320744
1228,15927.311072491324
1229,4502.525744479305
1230,4106.379529110235
1231,3402.929273851081
1232,4176.558035889264
1233,12493.155790099197
1234,3529.633994524506
1235,5843.290691407865
1236,30432.644294694415
1237,13756.411156006194
1238,8553.098823608861
1239,3259.2816535038937
1240,18717.347214776008
1241,3460.881460473457
1242,12765.142444758641
1243,10063.507926761593
1244,12874.458192460546
1245,6564.162943569157
1246,3812.839645277293
1247,4061.0710409245503
1248,11157.008368418543
1249,6862.370167399366
1250,7102.195183733064
1251,5179.8725930575365
1252,6009.3032749710865
1253,3073.020412949426
1254,8407.330776521274
1255,5694.708899851455
1256,1921.9946382841122
1257,9175.263627012886
1258,4007.4499830080945
1259,4285.818503709627
1260,8022.325792974277
1261,5749.407304704844
1262,3950.9223995445127
1263,3494.3596404408636
1264,6026.860373085433
1265,15795.048972094028
1266,4347.629401452742
1267,7134.570434822157
1268,3465.8828790922594
1269,6617.306329778961
1270,17714.852430688774
1271,5813.014728398108
1272,3582.5032102361433
1273,17628.67392701706
1274,4424.888384014025
1275,13915.33042278709
1276,3477.8527540830214
1277,2668.39038659201
1278,8378.05337840577
1279,7892.07120960945
1280,3241.2550517978148
1281,14253.071630528384
1282,5847.533456134751
1283,7386.7327365157
1284,4257.268964965985
1285,7691.20612851587
1286,3566.426887135248
1287,6518.576667192847
1288,5235.870502256751
1289,6812.652236022075
1290,5032.4180252075
1291,16877.853496964603
1292,5436.98350833453
1293,8956.60258876125
1294,12573.40986091149
1295,9771.66908984101
1296,2665.815035631256
1297,7674.671153212595
1298,7484.097698929967
1299,15433.251982067372
1300,4088.7894540587117
1301,3927.017501603078
1302,9722.7495143945
1303,5334.887526110653
1304,3314.493044136736
1305,2750.2432581523567
1306,3758.941026839211
1307,4177.439838279818
1308,13988.932355066332
1309,10012.278404212842
1310,3521.347770504479
1311,22577.436745329935
1312,6440.041962512432
1313,14357.152894967987
1314,11202.207603745395
1315,5266.263090161669
1316,7700.095209754729
1317,7497.594719071876
1318,3343.167028463485
1319,11241.773451517854
1320,2808.4522709006715
1321,8315.803494689344
1322,27104.52379615615
1323,16023.613400664266
1324,14540.523209103063
1325,5646.102208009718
1326,4367.883769063622
1327,3990.282172630231
1328,3828.7984594347804
1329,5064.084540006599
1330,18592.653925168048
1331,5974.2061870950665
1332,5939.621241821375
1333,5558.188104715578
1334,8920.719422579908
1335,5359.319350049484
1336,8082.389128090031
1337,10455.231157978953
1338,4464.919421938836
1339,4278.66433190247
1340,8398.49566242805
1341,9143.66867539067
